numero,id,marca,modelo,año_modelo,millaje,tipo_combustible,motor,transmisión,color_exterior,color_interior,accidente,sin_daños,precio
161,19680,Ford,F-150 XLT,2023,4500,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Gray,None reported,Yes,
162,68683,Mazda,Mazda3 FWD w/Preferred Package,2018,49500,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,
163,26003,GMC,Acadia SLT-1,2008,177702,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,
164,86129,BMW,330 i xDrive,2017,117000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,
165,72914,Honda,Odyssey Elite,2017,92000,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,
166,138346,Dodge,Challenger R/T,2021,24114,Gasoline,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,
167,21491,Lexus,RX 450h Base,2022,1300,Hybrid,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,White,Red,None reported,Yes,
168,55570,Ford,F-150 XLT,2019,32500,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,
169,34949,Cadillac,CTS Luxury,2012,111650,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,None reported,Yes,
170,65338,Chevrolet,Corvette Grand Sport,2001,82500,Gasoline,290.0HP 7.4L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Black,None reported,Yes,
171,71528,Chevrolet,Impala 1LT,2017,11737,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,
172,147275,Jeep,Wrangler Unlimited Rubicon,2014,57237,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,
173,54700,Cadillac,Escalade ESV Luxury,2016,93500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,
174,89672,BMW,M760 i xDrive,2021,13250,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Alpine White,Black,None reported,,
175,86823,Dodge,Dakota SLT Quad Cab,2005,79500,Gasoline,252.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,
176,12463,BMW,M5 Base,2017,2950,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,
177,119198,BMW,540 i xDrive,2019,27000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,
178,8667,Nissan,Pathfinder S,2011,149000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,
179,137249,INFINITI,QX80 Luxe,2021,5595,Gasoline,5.6L V8 32V GDI DOHC,7-Speed Automatic,Obsidian Black Metallic,Graphite w/Gun Metal,None reported,,
180,85371,Porsche,911 Carrera 4S,2018,23230,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Black,Black,None reported,Yes,
181,144487,Audi,RS 4 4.2 quattro L,2008,64500,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,
182,64937,BMW,328 i,2016,97726,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,
183,76886,Chevrolet,Trailblazer RS,2021,36267,Gasoline,1.3L I3 12V GDI DOHC Turbo,Automatic CVT,Mosaic Black Metallic,Jet Black,None reported,,
184,60594,Mercedes-Benz,E-Class E 350 4MATIC,2016,53900,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,
185,66366,Chevrolet,Express 1500 Cargo,2004,141209,Gasoline,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,
186,104631,Jeep,Grand Cherokee L Laredo,2021,43329,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Metallic,Global Black,,,
187,126652,GMC,Sierra 1500 SLE,2022,20200,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,
188,55963,BMW,M3 Base,2014,59400,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Brown,None reported,Yes,
189,35871,Tesla,Model Y Long Range,2016,53900,,425.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,
190,181643,Nissan,Xterra S,2012,183000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,
191,169540,Mazda,CX-7 Grand Touring,2018,67482,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,
192,121146,Chevrolet,Camaro 2SS,2015,86000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,
193,47119,BMW,M5 Base,2023,4348,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Alpine White,Aragon Brown,None reported,,
194,149361,Kia,Sportage Nightfall,2021,61341,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black,Black,None reported,Yes,
195,63754,Lincoln,MKZ Reserve I,2015,68000,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,
196,177422,Toyota,Highlander XLE,2021,2636,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Midnight Black Metallic,Black,None reported,,
197,33167,Volvo,S80 3.2,2008,179000,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gold,Beige,At least 1 accident or damage reported,Yes,
198,156938,Subaru,Outback Touring XT,2021,24781,Gasoline,2.5L H4 16V GDI DOHC,Automatic,Magnetite Gray Metallic,Black,None reported,,
199,19362,BMW,X5 M50i,2023,13500,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Orange,None reported,Yes,
200,123157,Porsche,911 Carrera S,2019,41500,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,
201,83769,BMW,M6 Base,2016,22000,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,
202,65847,Rolls-Royce,Cullinan,2022,8200,Gasoline,6.7L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,Red,Black,None reported,Yes,
203,179796,Mercedes-Benz,AMG GT C,2018,71962,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,
204,98508,Audi,S3 2.0T Premium Plus,2008,101000,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,
205,157490,Rivian,R1S Adventure Package,2023,541,,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Green,Black,None reported,Yes,
206,20747,Ford,Mustang V6,2014,55000,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,
207,148844,Audi,Q8 3.0T Prestige,2020,242471,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Orca Black Metallic,Black,,,
208,111217,BMW,M4 Base,2023,2700,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,None reported,Yes,
209,107116,Rolls-Royce,Ghost Base,2016,8681,Gasoline,563.0HP 6.7L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,
210,158305,Mercedes-Benz,E-Class E 350 4MATIC,2019,73837,Gasoline,2.0 Liter Turbo,Automatic,Dark Moss,Black,None reported,Yes,
211,161405,Land,Rover Range Rover Evoque Pure,2015,81648,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,
212,108523,Nissan,Murano SL,1998,165000,Gasoline,240.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,
213,62578,Land,Rover Range Rover Sport HST MHEV,2015,24213,Gasoline,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Yellow,None reported,Yes,
214,73092,Chevrolet,Suburban LT,2018,25000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,
215,11607,BMW,330 i xDrive,2015,84272,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,
216,170755,Land,Rover LR2 HSE,2010,100472,Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,At least 1 accident or damage reported,Yes,
217,154679,Mercedes-Benz,GL-Class GL 450 4MATIC,2014,77634,Gasoline,362.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,
218,153162,Chevrolet,Camaro 2SS,2018,72393,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,
219,11832,Jeep,Grand Cherokee L Laredo,2022,38612,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,Yes,
220,1483,Ford,Transit-350 XL,2018,88450,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Beige,Black,None reported,Yes,
221,148780,Chevrolet,Camaro 1SS,2019,66281,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,
222,137482,Dodge,Durango SRT 392,2020,41500,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,
223,150919,Chrysler,Town & Country LX,2008,152000,Gasoline,170.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,
224,122336,Jeep,Wrangler Sahara,2009,149961,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,
225,45963,Cadillac,Escalade ESV Platinum,2020,49273,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,
226,36952,Porsche,Macan S,2021,15509,Gasoline,4.0 Liter Turbo,Automatic,Midnight Black,Black,None reported,,
227,105885,Maserati,911 Carrera C4S,2023,23700,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Black,None reported,Yes,
228,23275,BMW,M3 Base,2008,103272,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,None reported,Yes,
229,114471,Ford,Edge Titanium,2016,119000,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,
230,182534,GMC,Sierra 2500 Denali,2020,92671,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,
231,15708,Audi,A5 2.0T Premium Plus,2016,118000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Brown,None reported,Yes,
232,36406,Ford,F-150 XL,2018,57500,E85 Flex Fuel,395.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,A/T,Silver,Gray,None reported,Yes,
233,144108,RAM,1500 Laramie,2022,10339,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Delmonico Red Pearlcoat,Black,None reported,Yes,
234,167022,RAM,1500 Laramie,2010,122961,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Patriot Blue Pearlcoat,Black,None reported,Yes,
235,42084,Mercedes-Benz,E-Class E 350 4MATIC,2008,95500,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,
236,83636,Nissan,GT-R Premium,2020,4590,Gasoline,562.0HP 3.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,
237,172423,Tesla,Model X Base,2023,197,,670.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,
238,87415,Land,Rover LR4 HSE,2015,125900,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,
239,159613,Lexus,GX 460 Base,2012,122000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,
240,183531,Audi,RS Q8 4.0T,2020,19000,Gasoline,591.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,
241,76301,Kia,Sorento LX,2018,76474,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,
242,163192,Rolls-Royce,Cullinan,2021,8307,Gasoline,6.7L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,–,Black,None reported,Yes,
243,56490,Land,Rover Range Rover Evoque S,2018,66000,Gasoline,246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,
244,90513,Volkswagen,Golf SportWagen TSI S 4-Door,2019,49098,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,Yes,
245,34965,Jaguar,F-TYPE R,2018,4279,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,
246,131294,BMW,Z4 sDrive35is,2018,1685,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,,,
247,30060,BMW,M8 Gran Coupe Competition,2021,15183,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,
248,185775,Jeep,Grand Cherokee L Laredo,2022,35597,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Bright White Clearcoat,Black,None reported,,
249,104357,Kia,Optima LX,2019,59700,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,
250,112743,Toyota,Tundra SR5,2019,95000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,
251,136939,Mercedes-Benz,GL-Class GL 450 4MATIC,2015,80581,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,
252,62870,Nissan,GT-R Premium,2023,7396,Gasoline,5.2L V10 40V PDI DOHC,Automatic,Black,Black,None reported,,
253,181927,Audi,A8 L 3.0T,2016,126500,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Brown,None reported,Yes,
254,154380,Audi,Q5 S line Premium Plus,2022,1023,Gasoline,2.0 Liter TFSI,Automatic,Black,Black,None reported,,
255,107918,Lexus,IS 350 Base,2014,106000,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,
256,133617,Ford,F-150 XLT,2018,83150,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,
257,72346,Jeep,Gladiator Rubicon,2020,53000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,
258,99338,Chevrolet,Camaro 1SS,2022,22000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,
259,98274,Volkswagen,Touareg VR6 Lux,2016,89987,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Beige,None reported,Yes,
260,166510,Toyota,4Runner TRD Off Road,2016,112000,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,
261,60997,GMC,Yukon XL SLT,2016,52500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,
262,81005,Chevrolet,Silverado 1500 1LT,2019,64800,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,
263,11385,GMC,Sierra 1500 SLT,2015,53433,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,
264,112406,Nissan,Pickup Truck XE,2004,149460,Gasoline,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,
265,118873,Porsche,Boxster S,2022,14200,Gasoline,255.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,
266,131786,Porsche,911 Turbo S,2020,29500,Gasoline,572.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,
267,183647,Chevrolet,Corvette Base,2005,78000,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,
268,116741,Kia,Forte GT-Line,2022,10500,Gasoline,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,
269,34983,Jeep,Gladiator Overland,2020,53401,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,
270,151531,Porsche,Macan,2022,7800,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Carrara White Metallic,Black,None reported,Yes,
271,186540,Kia,Sorento SXL,2014,50000,Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,
272,106607,Ford,Explorer XLT,2018,62377,Gasoline,2.3L I4 16V GDI DOHC Turbo,6-Speed Automatic,Gray,Ebony Black,None reported,Yes,
273,58035,BMW,M3 Base,2002,45000,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,
274,106225,Lexus,LX 570 Three-Row,2021,35003,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Iridescent Pearl Tricoat,Black,None reported,,
275,77247,Audi,A7 3.0T Premium,2019,59700,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,
276,84990,Porsche,Panamera Base,2018,53500,Gasoline,330.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,
277,51134,GMC,Yukon XL Denali,2014,93856,Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Summit White,Jet Black,,,
278,131429,Jeep,Gladiator Rubicon,2017,38200,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,
279,162143,RAM,2500 SLT,2014,130000,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,
280,170588,Toyota,4Runner Limited,2022,13610,Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,Midnight Black Metallic,Black/Gun Metal,None reported,,
281,61761,BMW,228 Gran Coupe i xDrive,2023,10426,Gasoline,2.0 Liter Turbo,Automatic,Black Sapphire Metallic,Black,None reported,,
282,90545,Audi,RS 7 4.0T Prestige,2016,52500,Gasoline,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,
283,3258,Chevrolet,Suburban LT,2018,50000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,
284,165963,Mercedes-Benz,CLA-Class CLA 250,2014,120000,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,
285,157782,Volkswagen,Golf R 4-Door w/DCC & Navigation,2017,61000,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,
286,171330,Nissan,Juke NISMO RS,2016,92800,Gasoline,215.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,
287,12731,Audi,Q5 2.0T Premium Plus,2022,9612,Hybrid,2.0 Liter TFSI,Automatic,Mythos Black Metallic,Black,None reported,,
288,102740,Mercedes-Benz,AMG GT 63 S 4-Door,2020,22558,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Black,Black,None reported,,
289,184879,Lexus,IS 350 Base,2012,96600,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,
290,13356,Tesla,Model S P100D,2023,100,,Electric Motor Electric Fuel System,A/T,Silver,Black,None reported,Yes,
291,160838,Toyota,Matrix XR,2000,135603,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,Yes,
292,123350,BMW,M3 Base,2014,53401,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,None reported,Yes,
293,34528,Mercedes-Benz,C-Class C 300 4MATIC Sport,2017,60000,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,
294,2651,Mercedes-Benz,G-Class G 550 4MATIC,2020,25000,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,–,None reported,Yes,
295,16576,Toyota,Land Cruiser Base,2003,134000,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,At least 1 accident or damage reported,Yes,
296,54081,Nissan,350Z Enthusiast,2003,146000,Gasoline,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,
297,10203,Toyota,Tacoma SR,2017,73846,Gasoline,3.5L V6 24V PDI DOHC,9-Speed Automatic,Bright White Clearcoat,Black,None reported,,
298,43365,Toyota,Highlander XLE,2018,67499,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Gray,At least 1 accident or damage reported,Yes,
299,28047,Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2018,2894,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,
300,156041,Dodge,Challenger R/T,2016,38000,–,–,5-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,
301,21384,RAM,1500 Classic Warlock,2020,36757,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,Midnight Black Metallic,Diesel Gray / Black,,,
302,67803,Acura,MDX Sport,2007,170000,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,
303,183818,Volvo,XC40 T5 Momentum,2020,6449,Gasoline,2.0L I4 16V GDI DOHC,8-Speed Automatic,White,Tan,At least 1 accident or damage reported,Yes,
304,175743,BMW,335 i,2011,92008,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,
305,102980,Chevrolet,Camaro 2SS,2018,52673,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,
306,151377,BMW,535 i xDrive,2014,65800,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,
307,3320,Toyota,Sequoia TRD Pro,2019,27100,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,A/T,Blue,Brown,None reported,Yes,
308,42219,Cadillac,Escalade Base,2022,17900,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,
309,131704,Ford,Q5 S line Premium Plus,2021,7758,Hybrid,2.0 Liter TFSI,Automatic,Oxford White,Black,None reported,,
310,117844,Ford,F-150 XLT,2018,45000,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,
311,43198,Chevrolet,Tahoe LTZ,2019,43500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Beige,None reported,Yes,
